,p,x,y
5334,5.335583651763332e-18,-0.0074,0.0034
5335,5.335569579366511e-18,-0.0074,0.0035
5336,5.335555097184223e-18,-0.0074,0.0036
5337,5.335540205052408e-18,-0.0074,0.0037
5338,5.3355249027008575e-18,-0.0074,0.0038
5339,5.335509190057985e-18,-0.0074,0.0039
5340,5.335493066945892e-18,-0.0074,0.004
5341,5.335476533080741e-18,-0.0074,0.0041
5342,5.335459588275634e-18,-0.0074,0.0042
5343,5.335442232642541e-18,-0.0074,0.0043
5344,5.335424465580307e-18,-0.0074,0.0044
5345,5.3354062868884484e-18,-0.0074,0.0045
5346,5.335387696866398e-18,-0.0074,0.0046
5347,5.33536869479909e-18,-0.0074,0.0047
5348,5.335349280673674e-18,-0.0074,0.0048
5349,5.335329454170083e-18,-0.0074,0.0049
5350,5.335309215064539e-18,-0.0074,0.005
5351,5.335288563329525e-18,-0.0074,0.0051
5352,5.335267498430467e-18,-0.0074,0.0052
5353,5.3352460204307515e-18,-0.0074,0.0053
5354,5.3352241287871886e-18,-0.0074,0.0054
5355,5.335201823453316e-18,-0.0074,0.0055
5356,5.335179104177401e-18,-0.0074,0.0056
5357,5.3351559706032916e-18,-0.0074,0.0057
5358,5.3351324224703556e-18,-0.0074,0.0058
5359,5.335108459712522e-18,-0.0074,0.0059
5360,5.3350840818603345e-18,-0.0074,0.006
5361,5.335059288639349e-18,-0.0074,0.0061
5362,5.3350340798697354e-18,-0.0074,0.0062
5363,5.335008455168378e-18,-0.0074,0.0063
5364,5.3349824141480294e-18,-0.0074,0.0064
5365,5.3349559567139276e-18,-0.0074,0.0065
5366,5.334929082568244e-18,-0.0074,0.0066
5367,5.334901791309923e-18,-0.0074,0.0067
5368,5.3348740826323004e-18,-0.0074,0.0068
5369,5.3348459563224605e-18,-0.0074,0.0069
5370,5.334817412064137e-18,-0.0074,0.007
5371,5.3347884493403085e-18,-0.0074,0.0071
5372,5.334759067924252e-18,-0.0074,0.0072
5373,5.3347292674863105e-18,-0.0074,0.0073
5374,5.334699047887529e-18,-0.0074,0.0074
5375,5.334668408398155e-18,-0.0074,0.0075
5376,5.33463734906505e-18,-0.0074,0.0076
5377,5.334605869344852e-18,-0.0074,0.0077
5378,5.334573968787841e-18,-0.0074,0.0078
5379,5.33454164723105e-18,-0.0074,0.0079
5380,5.334508904118659e-18,-0.0074,0.008
5381,5.334475739374512e-18,-0.0074,0.0081
5382,5.334442152337302e-18,-0.0074,0.0082
5383,5.334408142728157e-18,-0.0074,0.0083
5384,5.33437371007074e-18,-0.0074,0.0084
5385,5.3343388540766935e-18,-0.0074,0.0085
5386,5.3343035745482145e-18,-0.0074,0.0086
5387,5.334267870899056e-18,-0.0074,0.0087
5388,5.334231742539706e-18,-0.0074,0.0088
5389,5.3341951892585956e-18,-0.0074,0.0089
5390,5.334158210743083e-18,-0.0074,0.009
5391,5.334120806580297e-18,-0.0074,0.0091
5392,5.334082976068473e-18,-0.0074,0.0092
5393,5.334044719070908e-18,-0.0074,0.0093
5394,5.334006035066541e-18,-0.0074,0.0094
5395,5.333966923436221e-18,-0.0074,0.0095
5396,5.3339273840278915e-18,-0.0074,0.0096
5397,5.333887416307267e-18,-0.0074,0.0097
5398,5.333847019829903e-18,-0.0074,0.0098
5399,5.333806193959796e-18,-0.0074,0.0099
5400,6.040265258996721e-18,-0.0073,-0.01
5401,6.040390699738899e-18,-0.0073,-0.0099
5402,6.040514866980803e-18,-0.0073,-0.0098
5403,6.040637757737785e-18,-0.0073,-0.0097
5404,6.040759376734066e-18,-0.0073,-0.0096
5405,6.040879721833556e-18,-0.0073,-0.0095
5406,6.040998792610632e-18,-0.0073,-0.0094
5407,6.041116591204302e-18,-0.0073,-0.0093
5408,6.041233118035732e-18,-0.0073,-0.0092
5409,6.041348371810154e-18,-0.0073,-0.0091
5410,6.041462354652026e-18,-0.0073,-0.009
5411,6.041575068679887e-18,-0.0073,-0.0089
5412,6.041686509164763e-18,-0.0073,-0.0088
5413,6.041796679927731e-18,-0.0073,-0.0087
5414,6.041905580508306e-18,-0.0073,-0.0086
5415,6.042013212151578e-18,-0.0073,-0.0085
5416,6.042119573533958e-18,-0.0073,-0.0084
5417,6.042224667600426e-18,-0.0073,-0.0083
5418,6.0423284921644354e-18,-0.0073,-0.0082
5419,6.042431050160999e-18,-0.0073,-0.0081
5420,6.0425323385417735e-18,-0.0073,-0.008
5421,6.042632360232306e-18,-0.0073,-0.0079
5422,6.042731114737623e-18,-0.0073,-0.0078
5423,6.042828603265653e-18,-0.0073,-0.0077
5424,6.042924823606346e-18,-0.0073,-0.0076
5425,6.043019778665387e-18,-0.0073,-0.0075
5426,6.0431134687833944e-18,-0.0073,-0.0074
5427,6.043205891738226e-18,-0.0073,-0.0073
5428,6.043297051273327e-18,-0.0073,-0.0072
5429,6.0433869460104836e-18,-0.0073,-0.0071
5430,6.043475574568157e-18,-0.0073,-0.007
5431,6.043562940674554e-18,-0.0073,-0.0069
5432,6.043649042086811e-18,-0.0073,-0.0068
5433,6.0437338799668715e-18,-0.0073,-0.0067
5434,6.0438174546198575e-18,-0.0073,-0.0066
5435,6.043899766346387e-18,-0.0073,-0.0065
5436,6.0439808145910705e-18,-0.0073,-0.0064
5437,6.044060603051452e-18,-0.0073,-0.0063
5438,6.0441391260546936e-18,-0.0073,-0.0062
5439,6.044216388991728e-18,-0.0073,-0.0061
5440,6.044292389586877e-18,-0.0073,-0.006
5441,6.0443671289650114e-18,-0.0073,-0.0059
5442,6.044440608245995e-18,-0.0073,-0.0058
5443,6.044512825992764e-18,-0.0073,-0.0057
5444,6.04458378161521e-18,-0.0073,-0.0056
5445,6.044653479621734e-18,-0.0073,-0.0055
5446,6.0447219160108075e-18,-0.0073,-0.0054
5447,6.044789091029647e-18,-0.0073,-0.0053
5448,6.0448550074712574e-18,-0.0073,-0.0052
5449,6.044919666422856e-18,-0.0073,-0.0051
5450,6.04498306386735e-18,-0.0073,-0.005
5451,6.045045203433364e-18,-0.0073,-0.0049
5452,6.0451060844949e-18,-0.0073,-0.0048
5453,6.045165704722628e-18,-0.0073,-0.0047
5454,6.045224068579921e-18,-0.0073,-0.0046
5455,6.0452811745778355e-18,-0.0073,-0.0045
5456,6.045337021223658e-18,-0.0073,-0.0044
5457,6.045391611267058e-18,-0.0073,-0.0043
5458,6.0454449440555275e-18,-0.0073,-0.0042
5459,6.045497018083315e-18,-0.0073,-0.0041
5460,6.045547836085751e-18,-0.0073,-0.004
5461,6.045597395699209e-18,-0.0073,-0.0039
5462,6.045645700498321e-18,-0.0073,-0.0038
5463,6.045692747261911e-18,-0.0073,-0.0037
5464,6.045738537008899e-18,-0.0073,-0.0036
5465,6.045783071601995e-18,-0.0073,-0.0035
5466,6.04582634950464e-18,-0.0073,-0.0034
5467,6.045868370873273e-18,-0.0073,-0.0033
5468,6.0459091367081926e-18,-0.0073,-0.0032
5469,6.045948646308238e-18,-0.0073,-0.0031
5470,6.0459869006645234e-18,-0.0073,-0.003
5471,6.0460238990669596e-18,-0.0073,-0.0029
5472,6.046059642497487e-18,-0.0073,-0.0028
5473,6.04609413108518e-18,-0.0073,-0.0027
5474,6.046127363258488e-18,-0.0073,-0.0026
5475,6.046159341681755e-18,-0.0073,-0.0025
5476,6.046190063926473e-18,-0.0073,-0.0024
5477,6.046219532647626e-18,-0.0073,-0.0023
5478,6.046247746255798e-18,-0.0073,-0.0022
5479,6.0462747048530485e-18,-0.0073,-0.0021
5480,6.046300409384665e-18,-0.0073,-0.002
5481,6.046324859943522e-18,-0.0073,-0.0019
5482,6.046348054922556e-18,-0.0073,-0.0018
5483,6.046369996101121e-18,-0.0073,-0.0017
5484,6.0463906835584945e-18,-0.0073,-0.0016
5485,6.046410115674237e-18,-0.0073,-0.0015
5486,6.046428295061447e-18,-0.0073,-0.0014
5487,6.046445220938195e-18,-0.0073,-0.0013
5488,6.0464608916706206e-18,-0.0073,-0.0012
5489,6.0464753073155044e-18,-0.0073,-0.0011
5490,6.0464884713149556e-18,-0.0073,-0.001
5491,6.046500382021525e-18,-0.0073,-0.0009
5492,6.04651103693596e-18,-0.0073,-0.0008
5493,6.046520439486593e-18,-0.0073,-0.0007
5494,6.0465285871651496e-18,-0.0073,-0.0006
5495,6.04653548169594e-18,-0.0073,-0.0005
5496,6.046541121409114e-18,-0.0073,-0.0004
5497,6.046545510561995e-18,-0.0073,-0.0003
5498,6.046548644933521e-18,-0.0073,-0.0002
5499,6.0465505245350565e-18,-0.0073,-0.0001
5500,6.046551151068147e-18,-0.0073,0.0
5501,6.0465505245350565e-18,-0.0073,0.0001
5502,6.046548644933521e-18,-0.0073,0.0002
5503,6.046545510561995e-18,-0.0073,0.0003
5504,6.046541121409114e-18,-0.0073,0.0004
5505,6.04653548169594e-18,-0.0073,0.0005
5506,6.0465285871651496e-18,-0.0073,0.0006
5507,6.046520439486593e-18,-0.0073,0.0007
5508,6.04651103693596e-18,-0.0073,0.0008
5509,6.046500382021525e-18,-0.0073,0.0009
5510,6.0464884713149556e-18,-0.0073,0.001
5511,6.0464753073155044e-18,-0.0073,0.0011
5512,6.0464608916706206e-18,-0.0073,0.0012
5513,6.046445220938195e-18,-0.0073,0.0013
5514,6.046428295061447e-18,-0.0073,0.0014
5515,6.046410115674237e-18,-0.0073,0.0015
5516,6.0463906835584945e-18,-0.0073,0.0016
5517,6.046369996101121e-18,-0.0073,0.0017
5518,6.046348054922556e-18,-0.0073,0.0018
5519,6.046324859943522e-18,-0.0073,0.0019
5520,6.046300409384665e-18,-0.0073,0.002
5521,6.0462747048530485e-18,-0.0073,0.0021
5522,6.046247746255798e-18,-0.0073,0.0022
5523,6.046219532647626e-18,-0.0073,0.0023
5524,6.046190063926473e-18,-0.0073,0.0024
5525,6.046159341681755e-18,-0.0073,0.0025
5526,6.046127363258488e-18,-0.0073,0.0026
5527,6.04609413108518e-18,-0.0073,0.0027
5528,6.046059642497487e-18,-0.0073,0.0028
5529,6.0460238990669596e-18,-0.0073,0.0029
5530,6.0459869006645234e-18,-0.0073,0.003
5531,6.045948646308238e-18,-0.0073,0.0031
5532,6.0459091367081926e-18,-0.0073,0.0032
5533,6.045868370873273e-18,-0.0073,0.0033
5534,6.04582634950464e-18,-0.0073,0.0034
5535,6.045783071601995e-18,-0.0073,0.0035
5536,6.045738537008899e-18,-0.0073,0.0036
5537,6.045692747261911e-18,-0.0073,0.0037
5538,6.045645700498321e-18,-0.0073,0.0038
5539,6.045597395699209e-18,-0.0073,0.0039
5540,6.045547836085751e-18,-0.0073,0.004
5541,6.045497018083315e-18,-0.0073,0.0041
5542,6.0454449440555275e-18,-0.0073,0.0042
5543,6.045391611267058e-18,-0.0073,0.0043
5544,6.045337021223658e-18,-0.0073,0.0044
5545,6.0452811745778355e-18,-0.0073,0.0045
5546,6.045224068579921e-18,-0.0073,0.0046
5547,6.045165704722628e-18,-0.0073,0.0047
5548,6.0451060844949e-18,-0.0073,0.0048
5549,6.045045203433364e-18,-0.0073,0.0049
5550,6.04498306386735e-18,-0.0073,0.005
5551,6.044919666422856e-18,-0.0073,0.0051
5552,6.0448550074712574e-18,-0.0073,0.0052
5553,6.044789091029647e-18,-0.0073,0.0053
5554,6.0447219160108075e-18,-0.0073,0.0054
5555,6.044653479621734e-18,-0.0073,0.0055
5556,6.04458378161521e-18,-0.0073,0.0056
5557,6.044512825992764e-18,-0.0073,0.0057
5558,6.044440608245995e-18,-0.0073,0.0058
5559,6.0443671289650114e-18,-0.0073,0.0059
5560,6.044292389586877e-18,-0.0073,0.006
5561,6.044216388991728e-18,-0.0073,0.0061
5562,6.0441391260546936e-18,-0.0073,0.0062
5563,6.044060603051452e-18,-0.0073,0.0063
5564,6.0439808145910705e-18,-0.0073,0.0064
5565,6.043899766346387e-18,-0.0073,0.0065
5566,6.0438174546198575e-18,-0.0073,0.0066
5567,6.0437338799668715e-18,-0.0073,0.0067
5568,6.043649042086811e-18,-0.0073,0.0068
5569,6.043562940674554e-18,-0.0073,0.0069
5570,6.043475574568157e-18,-0.0073,0.007
5571,6.0433869460104836e-18,-0.0073,0.0071
5572,6.043297051273327e-18,-0.0073,0.0072
5573,6.043205891738226e-18,-0.0073,0.0073
5574,6.0431134687833944e-18,-0.0073,0.0074
5575,6.043019778665387e-18,-0.0073,0.0075
5576,6.042924823606346e-18,-0.0073,0.0076
5577,6.042828603265653e-18,-0.0073,0.0077
5578,6.042731114737623e-18,-0.0073,0.0078
5579,6.042632360232306e-18,-0.0073,0.0079
5580,6.0425323385417735e-18,-0.0073,0.008
5581,6.042431050160999e-18,-0.0073,0.0081
5582,6.0423284921644354e-18,-0.0073,0.0082
5583,6.042224667600426e-18,-0.0073,0.0083
5584,6.042119573533958e-18,-0.0073,0.0084
5585,6.042013212151578e-18,-0.0073,0.0085
5586,6.041905580508306e-18,-0.0073,0.0086
5587,6.041796679927731e-18,-0.0073,0.0087
5588,6.041686509164763e-18,-0.0073,0.0088
5589,6.041575068679887e-18,-0.0073,0.0089
5590,6.041462354652026e-18,-0.0073,0.009
5591,6.041348371810154e-18,-0.0073,0.0091
5592,6.041233118035732e-18,-0.0073,0.0092
5593,6.041116591204302e-18,-0.0073,0.0093
5594,6.040998792610632e-18,-0.0073,0.0094
5595,6.040879721833556e-18,-0.0073,0.0095
5596,6.040759376734066e-18,-0.0073,0.0096
5597,6.040637757737785e-18,-0.0073,0.0097
5598,6.040514866980803e-18,-0.0073,0.0098
5599,6.040390699738899e-18,-0.0073,0.0099
5600,6.432467235154801e-18,-0.0072,-0.01
5601,6.43268679843923e-18,-0.0072,-0.0099
5602,6.4329041449631494e-18,-0.0072,-0.0098
5603,6.433119277083028e-18,-0.0072,-0.0097
5604,6.433332191171309e-18,-0.0072,-0.0096
5605,6.433542889577406e-18,-0.0072,-0.0095
5606,6.433751368667733e-18,-0.0072,-0.0094
5607,6.43395763875549e-18,-0.0072,-0.0093
5608,6.4341616902213245e-18,-0.0072,-0.0092
5609,6.4343635253999556e-18,-0.0072,-0.0091
5610,6.434563146621775e-18,-0.0072,-0.009
5611,6.434760552228767e-18,-0.0072,-0.0089
5612,6.434955746535614e-18,-0.0072,-0.0088
5613,6.435148723893405e-18,-0.0072,-0.0087
5614,6.435339488609378e-18,-0.0072,-0.0086
5615,6.435528039011593e-18,-0.0072,-0.0085
5616,6.435714377407622e-18,-0.0072,-0.0084
5617,6.435898502118554e-18,-0.0072,-0.0083
5618,6.436080415444356e-18,-0.0072,-0.0082
5619,6.436260115699115e-18,-0.0072,-0.0081
5620,6.436437605175196e-18,-0.0072,-0.008
5621,6.4366128821796756e-18,-0.0072,-0.0079
5622,6.43678594700694e-18,-0.0072,-0.0078
5623,6.436956801937937e-18,-0.0072,-0.0077
5624,6.437125445269209e-18,-0.0072,-0.0076
5625,6.4372918772841494e-18,-0.0072,-0.0075
5626,6.437456100252311e-18,-0.0072,-0.0074
5627,6.437618110469965e-18,-0.0072,-0.0073
5628,6.437777912189021e-18,-0.0072,-0.0072
5629,6.437935501698949e-18,-0.0072,-0.0071
5630,6.438090885233081e-18,-0.0072,-0.007
5631,6.4382440590736735e-18,-0.0072,-0.0069
5632,6.438395021489395e-18,-0.0072,-0.0068
5633,6.43854377671249e-18,-0.0072,-0.0067
5634,6.438690321015338e-18,-0.0072,-0.0066
5635,6.438834660611004e-18,-0.0072,-0.0065
5636,6.4389767917646455e-18,-0.0072,-0.0064
5637,6.439116712727128e-18,-0.0072,-0.0063
5638,6.4392544277110885e-18,-0.0072,-0.0062
5639,6.439389934959911e-18,-0.0072,-0.0061
5640,6.439523232713745e-18,-0.0072,-0.006
5641,6.4396543231854974e-18,-0.0072,-0.0059
5642,6.4397832065960374e-18,-0.0072,-0.0058
5643,6.4399098871381445e-18,-0.0072,-0.0057
5644,6.440034361049321e-18,-0.0072,-0.0056
5645,6.4401566225766436e-18,-0.0072,-0.0055
5646,6.440276683852032e-18,-0.0072,-0.0054
5647,6.440394535140104e-18,-0.0072,-0.0053
5648,6.44051018260204e-18,-0.0072,-0.0052
5649,6.440623624445393e-18,-0.0072,-0.0051
5650,6.440734858874408e-18,-0.0072,-0.005
5651,6.4408438900510235e-18,-0.0072,-0.0049
5652,6.440950714185069e-18,-0.0072,-0.0048
5653,6.4410553354307235e-18,-0.0072,-0.0047
5654,6.441157748004017e-18,-0.0072,-0.0046
5655,6.441257960024975e-18,-0.0072,-0.0045
5656,6.4413559657024704e-18,-0.0072,-0.0044
5657,6.44145176520219e-18,-0.0072,-0.0043
5658,6.4415453606725295e-18,-0.0072,-0.0042
5659,6.441636754257852e-18,-0.0072,-0.0041
5660,6.441725944125986e-18,-0.0072,-0.004
5661,6.441812932413743e-18,-0.0072,-0.0039
5662,6.441897711323272e-18,-0.0072,-0.0038
5663,6.4419802869565966e-18,-0.0072,-0.0037
5664,6.4420606594532065e-18,-0.0072,-0.0036
5665,6.442138832920749e-18,-0.0072,-0.0035
5666,6.442214797561518e-18,-0.0072,-0.0034
5667,6.44228856343351e-18,-0.0072,-0.0033
5668,6.4423601247037266e-18,-0.0072,-0.0032
5669,6.442429481493278e-18,-0.0072,-0.0031
5670,6.4424966339195444e-18,-0.0072,-0.003
5671,6.442561588052949e-18,-0.0072,-0.0029
5672,6.442624336060805e-18,-0.0072,-0.0028
5673,6.44268488400595e-18,-0.0072,-0.0027
5674,6.4427432300051445e-18,-0.0072,-0.0026
5675,6.44279937217164e-18,-0.0072,-0.0025
5676,6.442853310600485e-18,-0.0072,-0.0024
5677,6.442905049353615e-18,-0.0072,-0.0023
5678,6.442954584547861e-18,-0.0072,-0.0022
5679,6.443001918252328e-18,-0.0072,-0.0021
5680,6.443047048561872e-18,-0.0072,-0.002
5681,6.443089977538073e-18,-0.0072,-0.0019
5682,6.443130707238639e-18,-0.0072,-0.0018
5683,6.443169229792035e-18,-0.0072,-0.0017
5684,6.443205553203901e-18,-0.0072,-0.0016
5685,6.443239675550558e-18,-0.0072,-0.0015
5686,6.44327159688972e-18,-0.0072,-0.0014
5687,6.4433013133054475e-18,-0.0072,-0.0013
5688,6.4433288308029875e-18,-0.0072,-0.0012
5689,6.443354147443899e-18,-0.0072,-0.0011
5690,6.443377261286102e-18,-0.0072,-0.001
5691,6.443398174353644e-18,-0.0072,-0.0009
5692,6.443416884697026e-18,-0.0072,-0.0008
5693,6.443433398302539e-18,-0.0072,-0.0007
5694,6.443447703288937e-18,-0.0072,-0.0006
5695,6.443459811589601e-18,-0.0072,-0.0005
5696,6.443469719255297e-18,-0.0072,-0.0004
5697,6.4434774203483106e-18,-0.0072,-0.0003
5698,6.443482924805822e-18,-0.0072,-0.0002
5699,6.443486226682678e-18,-0.0072,-0.0001
5700,6.443487325984462e-18,-0.0072,0.0
5701,6.443486226682678e-18,-0.0072,0.0001
5702,6.443482924805822e-18,-0.0072,0.0002
5703,6.4434774203483106e-18,-0.0072,0.0003
5704,6.443469719255297e-18,-0.0072,0.0004
5705,6.443459811589601e-18,-0.0072,0.0005
5706,6.443447703288937e-18,-0.0072,0.0006
5707,6.443433398302539e-18,-0.0072,0.0007
5708,6.443416884697026e-18,-0.0072,0.0008
5709,6.443398174353644e-18,-0.0072,0.0009
5710,6.443377261286102e-18,-0.0072,0.001
5711,6.443354147443899e-18,-0.0072,0.0011
5712,6.4433288308029875e-18,-0.0072,0.0012
5713,6.4433013133054475e-18,-0.0072,0.0013
5714,6.44327159688972e-18,-0.0072,0.0014
5715,6.443239675550558e-18,-0.0072,0.0015
5716,6.443205553203901e-18,-0.0072,0.0016
5717,6.443169229792035e-18,-0.0072,0.0017
5718,6.443130707238639e-18,-0.0072,0.0018
5719,6.443089977538073e-18,-0.0072,0.0019
5720,6.443047048561872e-18,-0.0072,0.002
5721,6.443001918252328e-18,-0.0072,0.0021
5722,6.442954584547861e-18,-0.0072,0.0022
5723,6.442905049353615e-18,-0.0072,0.0023
5724,6.442853310600485e-18,-0.0072,0.0024
5725,6.44279937217164e-18,-0.0072,0.0025
5726,6.4427432300051445e-18,-0.0072,0.0026
5727,6.44268488400595e-18,-0.0072,0.0027
5728,6.442624336060805e-18,-0.0072,0.0028
5729,6.442561588052949e-18,-0.0072,0.0029
5730,6.4424966339195444e-18,-0.0072,0.003
5731,6.442429481493278e-18,-0.0072,0.0031
5732,6.4423601247037266e-18,-0.0072,0.0032
5733,6.44228856343351e-18,-0.0072,0.0033
5734,6.442214797561518e-18,-0.0072,0.0034
5735,6.442138832920749e-18,-0.0072,0.0035
5736,6.4420606594532065e-18,-0.0072,0.0036
5737,6.4419802869565966e-18,-0.0072,0.0037
5738,6.441897711323272e-18,-0.0072,0.0038
5739,6.441812932413743e-18,-0.0072,0.0039
5740,6.441725944125986e-18,-0.0072,0.004
5741,6.441636754257852e-18,-0.0072,0.0041
5742,6.4415453606725295e-18,-0.0072,0.0042
5743,6.44145176520219e-18,-0.0072,0.0043
5744,6.4413559657024704e-18,-0.0072,0.0044
5745,6.441257960024975e-18,-0.0072,0.0045
5746,6.441157748004017e-18,-0.0072,0.0046
5747,6.4410553354307235e-18,-0.0072,0.0047
5748,6.440950714185069e-18,-0.0072,0.0048
5749,6.4408438900510235e-18,-0.0072,0.0049
5750,6.440734858874408e-18,-0.0072,0.005
5751,6.440623624445393e-18,-0.0072,0.0051
5752,6.44051018260204e-18,-0.0072,0.0052
5753,6.440394535140104e-18,-0.0072,0.0053
5754,6.440276683852032e-18,-0.0072,0.0054
5755,6.4401566225766436e-18,-0.0072,0.0055
5756,6.440034361049321e-18,-0.0072,0.0056
5757,6.4399098871381445e-18,-0.0072,0.0057
5758,6.4397832065960374e-18,-0.0072,0.0058
5759,6.4396543231854974e-18,-0.0072,0.0059
5760,6.439523232713745e-18,-0.0072,0.006
5761,6.439389934959911e-18,-0.0072,0.0061
5762,6.4392544277110885e-18,-0.0072,0.0062
5763,6.439116712727128e-18,-0.0072,0.0063
5764,6.4389767917646455e-18,-0.0072,0.0064
5765,6.438834660611004e-18,-0.0072,0.0065
5766,6.438690321015338e-18,-0.0072,0.0066
5767,6.43854377671249e-18,-0.0072,0.0067
5768,6.438395021489395e-18,-0.0072,0.0068
5769,6.4382440590736735e-18,-0.0072,0.0069
5770,6.438090885233081e-18,-0.0072,0.007
5771,6.437935501698949e-18,-0.0072,0.0071
5772,6.437777912189021e-18,-0.0072,0.0072
5773,6.437618110469965e-18,-0.0072,0.0073
5774,6.437456100252311e-18,-0.0072,0.0074
5775,6.4372918772841494e-18,-0.0072,0.0075
5776,6.437125445269209e-18,-0.0072,0.0076
5777,6.436956801937937e-18,-0.0072,0.0077
5778,6.43678594700694e-18,-0.0072,0.0078
5779,6.4366128821796756e-18,-0.0072,0.0079
5780,6.436437605175196e-18,-0.0072,0.008
5781,6.436260115699115e-18,-0.0072,0.0081
5782,6.436080415444356e-18,-0.0072,0.0082
5783,6.435898502118554e-18,-0.0072,0.0083
5784,6.435714377407622e-18,-0.0072,0.0084
5785,6.435528039011593e-18,-0.0072,0.0085
5786,6.435339488609378e-18,-0.0072,0.0086
5787,6.435148723893405e-18,-0.0072,0.0087
5788,6.434955746535614e-18,-0.0072,0.0088
5789,6.434760552228767e-18,-0.0072,0.0089
5790,6.434563146621775e-18,-0.0072,0.009
5791,6.4343635253999556e-18,-0.0072,0.0091
5792,6.4341616902213245e-18,-0.0072,0.0092
5793,6.43395763875549e-18,-0.0072,0.0093
5794,6.433751368667733e-18,-0.0072,0.0094
5795,6.433542889577406e-18,-0.0072,0.0095
5796,6.433332191171309e-18,-0.0072,0.0096
5797,6.433119277083028e-18,-0.0072,0.0097
5798,6.4329041449631494e-18,-0.0072,0.0098
5799,6.43268679843923e-18,-0.0072,0.0099
5800,6.40843157307406e-18,-0.0071,-0.01
5801,6.408743933309449e-18,-0.0071,-0.0099
5802,6.409053143445102e-18,-0.0071,-0.0098
5803,6.409359213267391e-18,-0.0071,-0.0097
5804,6.409662142979284e-18,-0.0071,-0.0096
5805,6.409961926395431e-18,-0.0071,-0.0095
5806,6.4102585669085965e-18,-0.0071,-0.0094
5807,6.410552064716103e-18,-0.0071,-0.0093
5808,6.410842420013262e-18,-0.0071,-0.0092
5809,6.4111296298006994e-18,-0.0071,-0.0091
5810,6.4114137038477554e-18,-0.0071,-0.009
5811,6.4116946295731685e-18,-0.0071,-0.0089
5812,6.4119724071648725e-18,-0.0071,-0.0088
5813,6.412247052769893e-18,-0.0071,-0.0087
5814,6.412518550609819e-18,-0.0071,-0.0086
5815,6.4127869072504915e-18,-0.0071,-0.0085
5816,6.413052126062919e-18,-0.0071,-0.0084
5817,6.413314197648498e-18,-0.0071,-0.0083
5818,6.413573131757973e-18,-0.0071,-0.0082
5819,6.4138289189893e-18,-0.0071,-0.0081
5820,6.414081565897033e-18,-0.0071,-0.008
5821,6.414331072650091e-18,-0.0071,-0.0079
5822,6.4145774362240925e-18,-0.0071,-0.0078
5823,6.414820663166506e-18,-0.0071,-0.0077
5824,6.415060740875537e-18,-0.0071,-0.0076
5825,6.4152976854676805e-18,-0.0071,-0.0075
5826,6.4155314875283944e-18,-0.0071,-0.0074
5827,6.415762144023824e-18,-0.0071,-0.0073
5828,6.41598966468116e-18,-0.0071,-0.0072
5829,6.4162140464620514e-18,-0.0071,-0.0071
5830,6.416435283135935e-18,-0.0071,-0.007
5831,6.416653378042167e-18,-0.0071,-0.0069
5832,6.416868337707992e-18,-0.0071,-0.0068
5833,6.4170801558969216e-18,-0.0071,-0.0067
5834,6.417288832751425e-18,-0.0071,-0.0066
5835,6.417494368411875e-18,-0.0071,-0.0065
5836,6.417696766206571e-18,-0.0071,-0.0064
5837,6.417896019891678e-18,-0.0071,-0.0063
5838,6.4180921423608856e-18,-0.0071,-0.0062
5839,6.418285117796837e-18,-0.0071,-0.0061
5840,6.418474955898987e-18,-0.0071,-0.006
5841,6.4186616536054315e-18,-0.0071,-0.0059
5842,6.4188452142315e-18,-0.0071,-0.0058
5843,6.419025634711271e-18,-0.0071,-0.0057
5844,6.419202911977039e-18,-0.0071,-0.0056
5845,6.419377055716454e-18,-0.0071,-0.0055
5846,6.419548059668129e-18,-0.0071,-0.0054
5847,6.4197159207582924e-18,-0.0071,-0.0053
5848,6.419880645478611e-18,-0.0071,-0.0052
5849,6.420042230751055e-18,-0.0071,-0.0051
5850,6.42020067668473e-18,-0.0071,-0.005
5851,6.4203559865755265e-18,-0.0071,-0.0049
5852,6.420508154150507e-18,-0.0071,-0.0048
5853,6.420657185890199e-18,-0.0071,-0.0047
5854,6.420803078706419e-18,-0.0071,-0.0046
5855,6.420945835886422e-18,-0.0071,-0.0045
5856,6.42108544796076e-18,-0.0071,-0.0044
5857,6.421221924589788e-18,-0.0071,-0.0043
5858,6.421355262677138e-18,-0.0071,-0.0042
5859,6.421485462313e-18,-0.0071,-0.0041
5860,6.421612526773824e-18,-0.0071,-0.004
5861,6.421736449768787e-18,-0.0071,-0.0039
5862,6.421857237758441e-18,-0.0071,-0.0038
5863,6.421974884447947e-18,-0.0071,-0.0037
5864,6.422089396293436e-18,-0.0071,-0.0036
5865,6.422200766996039e-18,-0.0071,-0.0035
5866,6.422309003007476e-18,-0.0071,-0.0034
5867,6.422414098024828e-18,-0.0071,-0.0033
5868,6.422516061683403e-18,-0.0071,-0.0032
5869,6.4226148813002024e-18,-0.0071,-0.0031
5870,6.4227105633182495e-18,-0.0071,-0.003
5871,6.4228031109902575e-18,-0.0071,-0.0029
5872,6.4228925148153044e-18,-0.0071,-0.0028
5873,6.422978787605424e-18,-0.0071,-0.0027
5874,6.423061926231113e-18,-0.0071,-0.0026
5875,6.4231419211854205e-18,-0.0071,-0.0025
5876,6.423218778898188e-18,-0.0071,-0.0024
5877,6.423292499421529e-18,-0.0071,-0.0023
5878,6.4233630828054385e-18,-0.0071,-0.0022
